category,description,title,institute,timestamp,site,credits,id
,"Examines the major currents in nineteenth-century painting and sculpture, from David to  Rodin, in the context of nationalism, revolution, colonial expansion, and technological  growth. Emphasizes European developments: Neoclassicism, Romanticism, Realism,  Impressionism, and Symbolism. ",The Nineteenth Century,Boston University,,www.bu.edu,4,CAS AH 287
,"Survey of American painting, architecture, sculpture, prints, and photography from the early settlement in 1630 to the present. Carries humanities divisional credit in CAS.  ",Arts in America,Boston University,,www.bu.edu,4,CAS AH 284
,Survey of the arts in the Renaissance in Italy from the communes of the early fifteenth  century to the courts of the sixteenth century. ,Renaissance Art,Boston University,,www.bu.edu,4,CAS AH 257
,"Surveys Latin American art from the colonial period to the present and relates it to imperial, state,  institutional, and private agendas. Interrogates both notions of art within colonial/neo-colonial contexts  and changing roles of artists over the past half millennium.",Latin American Art Since Contact,Boston University,,www.bu.edu,4,CAS AH 242
,"European art and architecture from the Fall of Rome through High Gothic. Covers media including sculpture, textiles, stained glass, and precious metalwork. Monuments treated are Rome's great churches, the Book of Kells, the Bayeux Tapestry, and Chartres and Rheims cathedrals.",Medieval Art,Boston University,,www.bu.edu,4,CAS AH 240
,"Roman architecture, painting, sculpture, and minor arts.  Emphasis on developments in Rome, Pompeii, and Central Italy and on the political and social role of Roman art and architecture.",The Art of Rome,Boston University,,www.bu.edu,4,CAS AH 234
,"Greek architecture, painting, sculpture, and minor arts. Emphasis on developments in Athens and on the   creation of the classical style in art and architecture.",The Arts of Greece,Boston University,,www.bu.edu,4,CAS AH 233
,"The technology, economy, social life, political organization, religions, art, and architecture of Egypt from   Predynastic times through the Hellenistic period, based on archaeological and historical sources. Emphasis   on the period of the pharaohs (ca. 3000-323 BCE). Carries humanities divisional credit in CAS. Also offered   as CAS AR 232. ",Archaeology of Ancient Egypt,Boston University,,www.bu.edu,4,CAS AH 232
,"Surveys of the major artistic traditions of Asia. Important monuments are examined analytically in order to explain why certain forms and styles are characteristic of specific times and places, and how these monuments functioned in their cultural contexts. Carries humanities divisional credit in CAS.  ",The Arts of Asia,Boston University,,www.bu.edu,4,CAS AH 225
,"Introduction to the cities, monuments, and major art styles of the Aztec, the Maya, the Inca, and their predecessors in ancient Mesoamerica and the Andes from the first millennium BC to the sixteenth century.",Art and Architecture in Ancient America,Boston University,,www.bu.edu,4,CAS AH 222
,"Examines key monuments of Islamic art and architecture within their historical and cultural context, and emphasizes the diversity within the visual cultures of the Islamic world. Carries humanities divisional credit in CAS.   ",Islamic Art and Architecture,Boston University,,www.bu.edu,4,CAS AH 220
,"Exploration of a diversity of visual and performing arts from Africa, including ceramics, textiles, royal    regalia, masquerades, and contemporary painting. Examines how the dispersal of Africans, due to the    transatlantic slave trade and immigration, contributed to the cultural richness of the Americas. Also offered   as CAS AA 215. Carries humanities divisional credit in CAS.",Arts of Africa and Its Diaspora,Boston University,,www.bu.edu,4,CAS AH 215
,"Strengthens your ability to describe and analyze the visual world. From fundamentals such as color and composition to the design of advertisements, propaganda, and appliances. A lab component with frequent visits to the MFA and other Boston sites provides opportunities for direct engagement with objects, images, and the built environment. ",Learning to See,Boston University,,www.bu.edu,4,CAS AH 210
,"An examination of patterns in world architecture and urbanism from pre-history to the twentieth century.   Lectures and discussions address questions of program, spatial composition, structure, technology,  iconography, and cultural context for the examples considered. Carries humanities divisional credit in CAS.  This course cannot be taken for credit in addition to the course with the same number that was previously  entitled ""Architecture: An Introduction.""",History of World Architecture,Boston University,,www.bu.edu,4,CAS AH 205
,"Explores interplay between religion and art through the study of historical, contemporary examples. Topic      changes each year. May be repeated for credit as topics change. Topic for Fall 2015: Visual Piety. An  exploration of the important role that vision plays in religious practices around the world. Theoretical  readings and case studies from various cultures will serve as the primary material for the course. Also  offered as CAS AH 204.",Topics in Religion and the Visual Arts,Boston University,,www.bu.edu,4,CAS AH 204
,"Introduces a range of approaches to the analysis of architecture. Learn how scholars and architects have interpreted meaning in architecture through the rubrics of art, structure, language, nonverbal communication, experience, and culture.",Understanding Architecture: Theoretical Approaches to the Built Environment,Boston University,,www.bu.edu,4,CAS AH 201
,"Major monuments and artists. Sequential development, from the Renaissance to the modern period, of   major styles in architecture, sculpture, painting, graphic arts, and photography. Relationship of visual art   to social and cultural trends. Carries humanities divisional credit in CAS.  ",Introduction to Art History II: Renaissance to Today,Boston University,,www.bu.edu,4,CAS AH 112
,"An introduction to art history and the analysis of painting, sculpture, and architecture. Study of masterpieces from prehistoric to medieval times. Focus on monuments of Greece, Rome, and the Middle Ages, with a survey of Egyptian and Near Eastern art. Carries humanities divisional credit in CAS.  ",Introduction to Art History I: Antiquity to the Middle Ages,Boston University,,www.bu.edu,4,CAS AH 111
,"Meets with CAS HI 334. The causes and consequences of the Soviet-American Cold War from its origins in  Europe to its extension to Asia, Africa, and Latin America. The rise of the multipolar international system,  the emergence of the nonaligned blocs, and inter-and intra-alliance conflicts. ",History of International Relations since 1945,Boston University,,www.bu.edu,4,CAS IR 350
,"Meets with CAS HI 332. The causes and consequences of the First World War; the search for postwar   reconstruction and stability during the twenties; economic collapse, revolutionary nationalism, and fascism   during the 1930s; the Second World War and the advent of the bipolar world.","History of International Relations, 1900 to 45",Boston University,,www.bu.edu,4,CAS IR 349
,"(Meets with CAS PO 373.) An introduction to the issues dominating African political life today. Core course  debates revolve around recent trends in African economic growth, democratic governance, and armed  conflict, in addition to several other issues of contemporary concern.",African Politics Today,Boston University,,www.bu.edu,4,CAS IR 343
,"Intellectual, cultural, political, diplomatic, and military history of the region between Germany and Russia from the end of the Middle Ages to the present. Also offered as CAS HI 278.",Central Europe,Boston University,,www.bu.edu,4,CAS IR 341
,"Meets with CAS PO 327. Examines the important role of non-state actors in international relations. Non- state actors include subnational governments, international organizations, multinational corporations,  non-governmental organizations, religious groups, violent groups, for-profit security firms, social  movements, and grassroots organizations.",Non-State Actors in International Relations,Boston University,,www.bu.edu,4,CAS IR 333
,"Introduces the practice of diplomacy as management of a country's foreign relations with a view to secure or restore peace. The nation state in diplomatic relations; foreign ministries, diplomatic missions, embassies, and consulates; the peacekeeping role of international law and international government organizations. ",Diplomatic Practice,Boston University,,www.bu.edu,4,CAS IR 330
,"The twentieth-century history of the non-Arab Muslim Middle East, i.e., Turkey, Iran, Afghanistan, and Central Asia. Analysis of the constitutional revolutions in Turkey and Iran, Kemalism, the Islamic revolution in Iran, and communism in the Soviet Union and Afghanistan. Also offered as CAS HI 382.",Turko-Persia in the Twentieth Century,Boston University,,www.bu.edu,4,CAS IR 328
,"Meets with CAS HI 229. The Eastern Mediterranean as center of Great Power confrontation. Its impact on  wider international relations, the domestic political results, the role of sea power, and the origins, conduct,  and resolution of wars.",The Great Powers and the Eastern Mediterranean,Boston University,,www.bu.edu,4,CAS IR 325
,"Explores how and why financial crises take place,spread across borders, and how to avoid future financial  crises. Uses political, historical, and sociological analysis to address these questions while exploring both  mainstream and alternative economic approaches to financial crises.",Governing Crises: The Political Economy of Financial Booms and Busts,Boston University,,www.bu.edu,4,CAS IR 322
,(Meets with CAS RN 318.) Introduction to the historical roots and contemporary relevance of religion for American foreign policy. Uses conventional chronological approaches to explore key themes that illustrate the role of religion as input and object of American foreign policy.,Religion and American Foreign Policy,Boston University,,www.bu.edu,4,CAS IR 318
,Meets with CAS PO 368. Employs social science theories to explain the political development of the Middle  East since World War I. Part 1 examines state formation and competing explanations for authoritarianism.  Part 2 analyzes social movements ranging from Islamist groups to mass mobilization.,Introduction to Middle East Politics,Boston University,,www.bu.edu,4,CAS IR 307
, (Meets with CAS EE 304.) Traces the emergence of sustainable development as the defining environmental challenge of our times. Surveys and evaluates policies for balancing ecological sustainability and economic development in various parts of the world and at the global level.,Environmentally Sustainable Development,Boston University,,www.bu.edu,4,CAS IR 304
,"Examines various aspects of international relations. Topics vary. Topic for Spring 2016, Section B1: Public  Diplomacy. Public diplomacy is the principal way in which states engage with overseas publics. The  principles, functions, and practices of public diplomacy are examined as well as how they are affected by  technological and political change.",Topics in International Relations,Boston University,,www.bu.edu,4,CAS IR 300
,"Basic issues of international finance. Topics include the balance of payment adjustment, theories of exchange rate determination, and case studies in international economic policy. Geared for international relations students; does not count toward economics requirements for economics concentrators. ",Fundamentals of International Economics,Boston University,,www.bu.edu,4,CAS IR 292
,"(Meets with CAS PO 350.) The dynamic growth of Pacific Rim countries poses an impressive array of  challenges for the U.S. and the world. Analyzes Japanese trade and defense policies, the rise of the ""mini- dragons"" (Taiwan, South Korea, Hong Kong, and Singapore) and ""new mini-dragons"" (Indonesia, Thailand,  and Malaysia), ""Confucian capitalism,"" democratization (and its failure in China), and legacies of the  Indochina war. ",The Pacific Challenge,Boston University,,www.bu.edu,4,CAS IR 275
,"(Meets with CAS PO 171.) Undergraduate required principal course. Study of basic factors in international relations, Western state systems, the concept of balance of power, nationalism, and imperialism. Primarily for majors and minors. Carries social science divisional credit in CAS. ",Introduction to International Relations,Boston University,,www.bu.edu,4,CAS IR 271
,"Meets with CAS PO 151. Examines different patterns of political development and contemporary politics in  Western Europe, Latin America, Africa, and the former Soviet bloc. Introduces the comparative method in  political science and competing theories of political development and political change. ",Introduction to Comparative Politics,Boston University,,www.bu.edu,4,CAS IR 251
,"Meets with CAS PO 343. Provides an overview European affairs. Topics include the foreign policies of  European nations, the dynamics of European integration, NATO, international migration and ethnic conflict,  and European relations with the United States, Russia, and neighboring countries.",Europe and International Relations,Boston University,,www.bu.edu,4,CAS IR 250
,"(Meets with CAS SO 242.) Globalization and world poverty; how and why over 80% of the world remains poor and inequality increases despite economic modernization and democratization. Addresses urbanization, immigration, religion, politics, development politics, foreign aid, women, drugs, environment, food security. Special attention to Latin American, African, and Asian experiences. Carries social science divisional credit in CAS. ",Globalization and World Poverty,Boston University,,www.bu.edu,4,CAS IR 242
,"Introduction to basic concepts of international politics: the state system and types of states, modern ideologies, legal frameworks of international transactions, and political regions. Also raises key issues such as population, the environment, war, and international law. Carries social science divisional credit in CAS. ",Fundamentals of International Politics,Boston University,,www.bu.edu,4,CAS IR 230
,"This course frames, facilitates, and guides students through an internship opportunity in a workplace setting within Boston University. It focuses on the essential skills and competencies for getting started and being successful in the workplace, as well as readings and written reflections on the link between academic and career goals.  To learn more and apply, visit http://www.bu.edu/casprograms/programs/internships/.    ",Internships for Liberal Arts: Work and Identity -- Theory and Practice,Boston University,,www.bu.edu,1,CAS IN 250
,"Development of techniques for reading and interpreting Italian literary texts. Historical and critical study of Italian literature from the eighteenth to the twentieth century: Alfieri, Romanticism and Leopardi, Verga, Capuana and verismo, theatre of Pirandello. Carries humanities divisional credit in CAS.   ",Italian Literature III: Modern Period,Boston University,,www.bu.edu,4,CAS LI 352
,"Techniques for analysis of Italian texts from the fourteenth through the seventeenth centuries. Francesco   Petrarca, Giovanni Boccaccio, a play of Nicolò Machiavelli's, Ludovico Ariosto, female love-poets of the   sixteenth century, the Baroque poetry of Giambattista Marino. Carries humanities divisional credit in CAS.  ",Italian Literature II: Renaissance and Baroque,Boston University,,www.bu.edu,4,CAS LI 351
,"Development of techniques for reading and interpreting Italian literary texts. Historical and critical study of  the first two centuries of Italian literature, 1200-1400: the early poets, Guido Cavalcanti, and Dante.  Carries humanities divisional credit in CAS.  ",Italian Literature I: Medieval,Boston University,,www.bu.edu,4,CAS LI 350
,"Special topics in Italian area studies, stressing access, via the press and other written and visual means, to contemporary Italian society.","Italian Seminar: Social, Political, and Cultural Life of Today's Italy",Boston University,,www.bu.edu,4,CAS LI 349
,"Students analyze how print, audiovisual, and digital media impact Italian culture and society. Through  viewing, discussing and writing, students examine how television, advertising, and folklore represent  current social phenomena,and make comparisons between Italian and US culture.",Italian Media and Popular Culture,Boston University,,www.bu.edu,4,CAS LI 313
,"A focus on Italy's influence on the fields of design, technology, science, fashion, and the culinary arts.  Designed to deepen proficiency through analysis of videos, reading a variety of articles, biographical  sketches, interviews, and writing assignments.",Italy on the Cutting Edge,Boston University,,www.bu.edu,4,CAS LI 312
,"This language-focus course discusses and analyzes seminal developments in twentieth-century Italy:  Mussolini and the Second World War, the rise of the Mafia, the unholy alliance of Catholics and  Communists, the economic miracle against the backdrop of political corruption, and conservation  efforts to save Italy's artistic legacy and natural beauty. Through discussions, readings, and  presentation, students develop proficiency in spoken and written Italian, with emphasis on building of  vocabulary and particular attention to idiomatic forms. Review of specific grammar points when they  arise.",Politics and Culture in 20th Century Italy,Boston University,,www.bu.edu,4,CAS LI 311
,"The course is intended to improve the writing and speaking skills of third year Italian students. Topic for  Spring 2016: Italy on the Cutting Edge. A focus on Italy's influence on the fields of design, technology,  science, fashion, and the culinary arts. Designed to deepen proficiency through writing assignments,  analysis of videos, reading a variety of articles, biographical sketches, and interviews.",Topics in Composition and Culture,Boston University,,www.bu.edu,4,CAS LI 305
,"Conversational skills developed through class discussions. Topic for Fall 2016: Italy: Land of Contrast.  Examination of major cultural events in Italian history of the 20th century: Mussolini's dictatorship and the  Second World War, heroes of justice and mafia killings, Catholics and Communists. The economic miracle,  sublime beauty and the struggle against decay. Not open to native speakers of Italian.",Advanced Self-Expression,Boston University,,www.bu.edu,4,CAS LI 304
,"Building and expansion of vocabulary through development of fluent discussion in Italian on topics of current interest. Emphasis on idiomatic expressions. Individual oral reports related to Italian culture, history, cinema, and literature. Reading of a novel. Not open to native speakers of Italian. ",Self-Expression in Italian,Boston University,,www.bu.edu,4,CAS LI 303
,"A portrait of modern Italian life as seen through cinema and screenplays. Films by Fellini, Bertolucci,  Bellocchio (based on works by Pirandello, Calvino, Moravia, Pasolini) illustrate aspects of Italian cultural  development in the twentieth century. Also offered as CAS CI 266. ",Twentieth-Century Culture and the Italian Film (in English translation),Boston University,,www.bu.edu,4,CAS LI 283
,"For students who wish to build active use of Italian in speaking, writing, and reading. Continuation of CAS LI 211: review, development of reading skills through analysis of contemporary texts, compositions, conversation. Lab required. Satisfactory completion of CAS LI 212 fulfills the CAS language requirement.  ",Fourth-Semester Italian,Boston University,,www.bu.edu,4,CAS LI 212
,"Intended for students with a satisfactory background in elementary Italian, who require some review of  basic structures, verbs, and related essentials. Review, emphasis on composition skills, and conversation.  Reading and discussion of short stories, poetry, and plays. Conducted in Italian.",Third-Semester Italian,Boston University,,www.bu.edu,4,CAS LI 211
,Specially designed for students in the College of Fine Arts. Continuation of CAS LI 131. Grammar; special attention to phonetics; reading and writing.  ,Beginning Italian II,Boston University,,www.bu.edu,4,CAS LI 132
,Specially designed for College of Fine Arts students. Grammar; special attention to phonetics; reading and writing.,Beginning Italian I,Boston University,,www.bu.edu,4,CAS LI 131
,"Continues the CAS LI 111 basic text: grammar, conversation, compositions. Conducted in Italian. Lab required. Four hours weekly.",Second-Semester Italian,Boston University,,www.bu.edu,4,CAS LI 112
,"For beginners only, or placement examination results. Grammar, conversation practice, written exercises, and compositions. Conducted in Italian. Lab required. Four hours weekly. (If CAS LI 131 or a more advanced college-level course has been completed, this course cannot be taken for credit.)  ",First-Semester Italian,Boston University,,www.bu.edu,4,CAS LI 111
,"Uses the Japanese language to learn about history, society, art, politics, and current issues from Japanese perspectives. Critical engagement with topics in Japanese culture through multiple forms of communication, including reading, writing, discussion, and video.  Conducted in Japanese.",Readings in Japanese Civilization,Boston University,,www.bu.edu,4,CAS LJ 445
,"Development of skills in formal Japanese through reading of periodicals. Emphasis on formats, styles, and idioms used in journalism. Vocabulary building. Television news programs and documentaries viewed for improvment of aural comprehension. Assignments geared to individual needs and interests.",Japanese Press,Boston University,,www.bu.edu,4,CAS LJ 441
,"To enhance students' knowledge of Japanese by developing practical skills of translating and interpreting. Students practice translating many types of texts, using various dictionaries and internet sources, and interpreting in different situations.",Japanese Translation/Interpretation Workshop,Boston University,,www.bu.edu,4,CAS LJ 386
,Supplements vocabulary and idiom for students beyond third-semester Japanese. Students learn to read and write the 1006 Kyôiku Kanji and recognize an additional 939 Jôyô Kanji in everyday Japanese. Concurrent enrollment in a four-skills language course encouraged.,Intensive Kanji,Boston University,,www.bu.edu,4,CAS LJ 385
,"Readings in modern fiction and essays, from Akutagawa to Murakami, to deepen knowledge of Japanese language and encounter Japanese literature in its contemporary context. Readings and discussions in Japanese. ",Readings in Modern Japanese Fiction,Boston University,,www.bu.edu,4,CAS LJ 350
,Advanced training to increase fluency in spoken Japanese with an emphasis on different levels of   politeness in speech and cultural awareness. Role playing; vocabulary and expression building; and aural   comprehension. Concurrent enrollment in a four-skills language course is encouraged.,Conversational Japanese,Boston University,,www.bu.edu,4,CAS LJ 320
," Introduction to Classical Japanese, Japan's written language from the seventh until the twentieth century. Systematic study of grammar and lexicon enriched by original readings from major works of Japanese literature such as Man'yōshū, Pillow Book, Genji, and Heike monogatari, Hōjōki.  ",Classical Japanese,Boston University,,www.bu.edu,4,CAS LJ 316
,"Introductory readings in Classical Chinese for students of Chinese, Japanese, and Korean. Learn the shared literary language of premodern East Asia and read masterpieces of East Asian philosophy, history, poetry, and fiction in the original. Also offered as CAS LC 314 and LK 314. ",Classical Chinese I for Students of East Asia,Boston University,,www.bu.edu,4,CAS LJ 314
,Reading modern texts. Development of writing and speaking skills. Regular compositions required. Selections from fiction and nonfiction. ,Third-Year Modern Japanese II,Boston University,,www.bu.edu,4,CAS LJ 304
,"Reading modern texts. Development of writing and speaking skills. Regular compositions required. Readings from newspapers and journals on contemporary social, political, economic, and cultural topics. Second semester (LJ 304): selections from fiction and nonfiction. ",Third-Year Modern Japanese I,Boston University,,www.bu.edu,4,CAS LJ 303
,Major modern Japanese films are interpreted in the light of Japanese culture. Film scripts and the important   literary sources are read in English; films are shown with subtitles. Also Offered as CAS CI 260.,Modern Japanese Culture in Cinema (in English translation),Boston University,,www.bu.edu,4,CAS LJ 283
,"Panoramic introduction to the cultures of East and South Asia in comparative perspective (China, Japan,  Korea, Vietnam, India). Examines shared foundations, transformative inflection points, sites, peoples, and  ideologies over the past two millennia through primary texts and media. Also offered as CAS CAS LC 260,  CAS LK 260, CAS LN 260, and CAS XL 260.",Gateway to Asian Cultures,Boston University,,www.bu.edu,4,CAS LJ 260
,"Introduction to modern Japanese literature. Naturalism and its critics, rise of the I-novel, Taishô  aestheticism, proletarian literature, postwar and post-recession crises of cultural identity, cell phone  novels. Works by Natsume Sôseki, Hayashi Fumiko, Tanizaki Jun'ichirô, Oe Kenzaburo, and Tsushima Yûko.",Modern Japanese Literature (in English translation),Boston University,,www.bu.edu,4,CAS LJ 251
,"An introduction to Japanese literary history. Topics include mythic beginnings, conceptions of nature and death, flowering of a court aesthetic, the writer as hermit-sage, the Tokugawa stage and its love suicides. Use of literary and visual materials. Carries humanities divisional credit in CAS. ",Masterpieces of Japanese Literature (in English translation),Boston University,,www.bu.edu,4,CAS LJ 250
,"Elaboration and refinement of the fundamental skills introduced in CAS LJ 111, 112 with an introduction to reading and composition. Satisfactory completion of CAS LJ 212 fulfills the CAS language requirement. ",Fourth-Semester Japanese,Boston University,,www.bu.edu,4,CAS LJ 212
,"Elaboration and refinement of the fundamental skills introduced in CAS LJ 111, 112 with an introduction to reading and composition.",Third-Semester Japanese,Boston University,,www.bu.edu,4,CAS LJ 211
,Introduction to spoken and written Japanese and to fundamentals of Japanese grammar with oral drills and written exercises.,Second-Semester Japanese,Boston University,,www.bu.edu,4,CAS LJ 112
,Introduction to spoken and written Japanese and to fundamentals of Japanese grammar with oral drills and written exercises.,First-Semester Japanese,Boston University,,www.bu.edu,4,CAS LJ 111
,Application form available in the MLCL Department.,Directed Study: Korean,Boston University,,www.bu.edu,Var,CAS LK 492
,Application form available in the MLCL Department.,Directed Study: Korean,Boston University,,www.bu.edu,Var,CAS LK 491
,"Topics and prerequisites vary. May be repeated for credit with different topics. Topic for Fall 2016:  Growing Up in Korea. Memoirs, prose fiction, film, television dramas, and graphic narratives. How have the  conventions of Korean coming-of-age narratives  evolved? What does this say about changes in Korean  identity? Conducted in English. Also offered as CAS CI 490 A1.",Topics in Korean Literature and Culture,Boston University,,www.bu.edu,4,CAS LK 470
,"By exploring cultural aspects of Korea through authentic and realistic texts and audiovisual media,   advanced language students acquire more sophisticated oral, aural or written communication skills.   Content and topics vary.",Topics in Advanced Korean,Boston University,,www.bu.edu,4,CAS LK 450
,"Reading, discussion, and writing about current and historical events in Korea, Korean literature in historical context, recent political and economic reports, and cultural analysis of Korean society. Course is conducted in Korean.",Advanced Korean: Issues in Korean Society,Boston University,,www.bu.edu,4,CAS LK 441
,"Intensive practice of both oral and written forms of Korean. Survey of important cultural, social, political, and economic issues in Korea as portrayed in films, television, and periodicals. Development of effective written and spoken communication.",Korean Conversation and Composition through Media,Boston University,,www.bu.edu,4,CAS LK 440
,Introduction to modern Korean culture and society through film from the Korean war (1950-1953) to the     present. Discussion and essays on modern Korean life as seen in Korean films. Critical analysis of changes     in Korean society. This course cannot be taken for credit in addition to the course with the same title that     was previously numbered CAS LK 283. Carries humanities divisional credit in CAS. Also offered as CAS CI   365.,Modern Korean Culture through Cinema (in English translation),Boston University,,www.bu.edu,4,CAS LK 383
,"Introductory readings in Classical Chinese for students of Chinese, Japanese, and Korean. Learn the shared literary language of premodern East Asia and read masterpieces of East Asian philosophy, history, poetry, and fiction in the original. Also offered as CAS LC 314 and LJ 314. ",Classical Chinese I for Students of East Asia,Boston University,,www.bu.edu,4,CAS LK 314
,"Continues CAS LK 311.  Readings in modern literary writings and journalism.  Essays and discussions on issues in politics, society, and culture.  Vocabulary building, advanced grammar, and enhancement of speaking ability. ",Sixth-Semester Korean,Boston University,,www.bu.edu,4,CAS LK 312
,"Readings in modern literary writings and journalism.  Essays and discussions on issues in politics, society, and culture.  Vocabulary building, advanced grammar, and enhancement of speaking ability.  ",Fifth-Semester Korean,Boston University,,www.bu.edu,4,CAS LK 311
,"Panoramic introduction to the cultures of East and South Asia in comparative perspective (China, Japan,  Korea, Vietnam, India). Examines shared foundations, transformative inflection points, sites, peoples, and  ideologies over the past two millennia through primary texts and media. Also offered as CAS LC 260, CAS  LJ 260, CAS LN 260, and CAS XL 260.",Gateway to Asian Cultures,Boston University,,www.bu.edu,4,CAS LK 260
,"What is Korean literature? How has it evolved through interaction with Chinese, Japanese, European and   American literatures and cultures? What roles have regional and global changes played in shaping Korean   imaginative writing? No prerequisites; readings and discussion in English. Carries humanities divisional  credit in CAS.",Introduction to Korean Literature (in English translation),Boston University,,www.bu.edu,4,CAS LK 250
,"Continues from CAS LK 116. Designed for students who are fluent in spoken Korean but have only basic  practice in reading or writing. Comprehensive coverage of second-year Korean grammar, reading, writing,  and speaking. Successful completion of CAS LK 216 fulfills the CAS foreign language requirement.",Second-Year Korean for Heritage Speakers,Boston University,,www.bu.edu,4,CAS LK 216
,Further review of the structures of Korean. Practice in conversation involving specialized topics. Advanced readings from Korean culture. Frequent compositions. Satisfactory completion of LK 212 fulfills the CAS language requirement.,Fourth-Semester Korean,Boston University,,www.bu.edu,4,CAS LK 212
,Development of communicative skills acquired in the first year. Readings in Korean. Writing exercises involving more complex grammatical patterns.,Third-Semester Korean,Boston University,,www.bu.edu,4,CAS LK 211
,"Designed for students who can understand spoken Korean but who have little or no practice in reading or  writing. Comprehensive coverage of first year Korean grammar, reading, writing, and speaking.",First Year Korean for Heritage Speakers,Boston University,,www.bu.edu,4,CAS LK 116
,"Continues the text from LK 111; grammar, conversation, reading, writing. ",Second-Semester Korean,Boston University,,www.bu.edu,4,CAS LK 112
,"Elementary grammar, conversation, reading, writing. ",First-Semester Korean,Boston University,,www.bu.edu,4,CAS LK 111
,"Covers sound and morphosyntactic change since Latin, plus various topics in the comparative grammar of  modern Romance languages. Students deepen their linguistic knowledge and analytic skills by applying  what they have learned in other linguistics courses to this language family. Also offered as GRS LX 670. This course cannot be taken for  credit in addition to the course with the same title that was previously numbered CAS LX 532.",Romance Linguistics,Boston University,,www.bu.edu,4,CAS LX 370
,"African language structure and status from the perspectives of theoretical and comparative linguistics  (within the generative grammar framework), typology, and sociolinguistics, with focus on South African  Nguni languages, especially IsiXhosa, and comparisons to its sister languages in that language group. Also offered as GRS LX 668. This  course cannot be taken for credit in addition to the course with the same title that was previously  numbered CAS LX 505.",Structure of African Languages,Boston University,,www.bu.edu,4,CAS LX 368
,"Exploration of how dialects of English differ from each other, focusing on grammatical variation in the US,  with occasional forays into British dialects. Students come to appreciate how linguists investigate  grammatical diversity scientifically, revealing the complex structure of non-standard dialects. Also offered as CAS EN 313 and GRS LX 665. This course  cannot be taken for credit in addition to the course with the same title that was previously numbered CAS  LX 530.",Variation in Dialects of English,Boston University,,www.bu.edu,4,CAS LX 365
,"Systematic introduction to the linguistic analysis of modern English (phonology, morphology, syntax) from   the perspective of generative grammar. Other topics include: English and its West Germanic relatives, non-standard varieties and the development of standard English, varieties of World Englishes. Also offered as  GRS LX 664. This course  cannot be taken for credit in addition to the course with the same title that was  previously numbered CAS  LX 406.",The Linguistics of Contemporary English,Boston University,,www.bu.edu,4,CAS LX 364
,"Introduction to language change and the methodology of historical linguistic analysis, using data from a  wide array of languages. Investigates genetic relatedness among languages, language comparison,  historical reconstruction, and patterns and principles of change in phonology, morphology, syntax, and  semantics. Carries humanities divisional studies credit in CAS. Also offered as GRS LX 660. This course cannot be taken for credit in  addition to the course with the same title that was previously numbered CAS LX 535.",Historical and Comparative Linguistics,Boston University,,www.bu.edu,4,CAS LX 360
,"Examines native language knowledge and change in speakers who have become dominant in another  language. Topics include differences among heritage speakers, international adoptees, and adult second  language learners; language change in expatriates; and environmental and affective factors conditioning  language loss. Also offered as GRS LX 659. This course cannot be taken for credit in addition to the course entitled ""Incomplete  Acquisition and Language Attrition"" that was previously numbered CAS LX 546.",Interrupted Acquisition and Language Attrition,Boston University,,www.bu.edu,4,CAS LX 359
,Overview of second language acquisition at all linguistic levels. Topics include the role of the native  language; markedness; universals; environmental variables; cognitive and affective factors; social  dimensions; individual differences among learners; and application of theory to third language acquisition. Also offered as GRS LX 655. This course cannot be taken for credit in addition to the course with the same title that was previously  numbered CAS LX 542.,Second Language Acquisition,Boston University,,www.bu.edu,4,CAS LX 355
,"The psycholinguistics and sociolinguistics of life with two languages. Topics include bilingual language  use, processing, acquisition, organization; effects of bilingualism on cognition and development; the  bilingual brain; the bilingual speech community; bilingual education; bilingualism in the media and public eye. Also offered as GRS LX 649. This course cannot be taken for credit in addition to the course with the same title that was previously numbered CAS LX 545.",Bilingualism,Boston University,,www.bu.edu,4,CAS LX 349
,"Examines the mechanisms and outcomes of language contact by surveying cases around the globe from  the past and present. Topics include lexical-borrowing, code-switching, pidgins and creoles, language  death, and the emergence of entirely new language systems. Also offered as GRS LX 645. This course cannot be taken for credit in  addition to the course with the same title that was previously numbered CAS LX 515.",Languages in Contact: The High Stakes of Grammatical Border-Crossing,Boston University,,www.bu.edu,4,CAS LX 345
,"Do women talk differently from men? How do race and ethnicity relate to the way people use language?  This course examines these interrelated questions from the perspective of modern sociolinguistic theory,  analyzing a range of languages and communities throughout the world. This course cannot be taken for  credit in addition to the course with the same title that was previously numbered CAS LX 320.","Language, Race, and Gender",Boston University,,www.bu.edu,4,CAS LX 342
,"Introduction to language in its social context. Methodological and theoretical approaches to  sociolinguistics. Linguistic variation in relation to situation, gender, socioeconomic class, linguistic  context, and ethnicity. Integrating micro- and macro-analysis from conversation to societal language  planning. Also offered as CAS AN 521 and GRS LX 641. ",Sociolinguistics,Boston University,,www.bu.edu,4,CAS LX 341
,"Systematic examination of how meaning is encoded in words and sentences, and how it can emerge from  the complexity of the grammar. Also touches on various aspects of pragmatics--the study of how meaning  is shaped by context. Carries humanities divisional studies credit in CAS. This course cannot be taken for  credit in addition to the course entitled ""Semantics I"" that was previously numbered CAS LX 502.",Semantics & Pragmatics: Introduction to Linguistic Meaning,Boston University,,www.bu.edu,4,CAS LX 331
